executed_at,chain,platform,application,transaction_id,trade_uuid,type,amount,token_symbol,token_original_id,token_symbol_uuid,caaj_from,caaj_to,comment
2022-03-28 21:05:14,kava,kava,begin unbonding,F31DBEFDC28964875F4448945AD49C2B57F3E4D61EE70311D40B4CC3B80BE7E9,b8eb7ce5-fa4e-474c-a9a9-65a916c42d40,withdraw,169.959655,kava,,,kava_validator,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,unstaking 169.959655 kava
2022-03-28 21:05:14,kava,kava,kava staking reward,F31DBEFDC28964875F4448945AD49C2B57F3E4D61EE70311D40B4CC3B80BE7E9,b8eb7ce5-fa4e-474c-a9a9-65a916c42d40,get,0.000056,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 0.000056 kava
2022-03-28 21:05:14,kava,kava,kava,F31DBEFDC28964875F4448945AD49C2B57F3E4D61EE70311D40B4CC3B80BE7E9,b8eb7ce5-fa4e-474c-a9a9-65a916c42d40,lose,0.000512,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-04-19 00:46:39,kava,kava,send,DDDBB04E9096958A68B0E3C835B74D6E6B49B2DB77922890E38CC402FDCFB435,64421b4a-a2b5-451e-b477-092b79bd1582,receive,80.721,kava,,,kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm receive 80.721 kava from kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8
2022-04-19 00:46:39,kava,kava,kava,DDDBB04E9096958A68B0E3C835B74D6E6B49B2DB77922890E38CC402FDCFB435,64421b4a-a2b5-451e-b477-092b79bd1582,lose,0.0003,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-04-19 00:52:46,kava,kava,delegate,6701CF30AE6A137D5C0A9AA2E8021B28A9F7D93F4CAB0273BEC75323CBD79D61,fa2d87b9-8c0d-4af7-bfd3-a62ab755a1f4,deposit,256.719947,kava,,,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava_validator,staking 256.719947 kava
2022-04-19 00:52:46,kava,kava,kava,6701CF30AE6A137D5C0A9AA2E8021B28A9F7D93F4CAB0273BEC75323CBD79D61,fa2d87b9-8c0d-4af7-bfd3-a62ab755a1f4,lose,0.000395,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-06 17:30:34,kava,kava,kava,73EB6D617D62F7BE127EE9393F8AC4EAE1BD6A7344E37E4606A67A89CB288308,c383ad4e-c3e4-4779-8a7f-982dd20b52a6,lose,0.0003,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-06 17:30:34,kava,kava,send,73EB6D617D62F7BE127EE9393F8AC4EAE1BD6A7344E37E4606A67A89CB288308,c383ad4e-c3e4-4779-8a7f-982dd20b52a6,receive,2.96,kava,,,kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm receive 2.96 kava from kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8
2022-05-06 19:26:02,kava,kava,kava staking reward,979394A53F0520FEAB1E945F23F17DACC7953E529448F5AB5BC897047C11DDC7,859d7337-8aca-4c5f-b6d6-e9e788274610,get,3.916444,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 3.916444 kava
2022-05-06 19:26:02,kava,kava,delegate,979394A53F0520FEAB1E945F23F17DACC7953E529448F5AB5BC897047C11DDC7,859d7337-8aca-4c5f-b6d6-e9e788274610,deposit,3.916313,kava,,,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava_validator,staking 3.916313 kava
2022-05-06 19:26:02,kava,kava,kava,979394A53F0520FEAB1E945F23F17DACC7953E529448F5AB5BC897047C11DDC7,859d7337-8aca-4c5f-b6d6-e9e788274610,lose,0.001134,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-14 22:09:15,kava,kava,send,BB33CEFEE30F219582EA444FFB2E927595330C43D02C73A3E2EC4717297E3773,4b200019-ac45-4110-b1a8-7772bef11bab,receive,82.98,kava,,,kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm receive 82.98 kava from kava1hm7869pw9jgsmvn490d20vzg6xg9kr7hvcgsk8
2022-05-14 22:09:15,kava,kava,kava,BB33CEFEE30F219582EA444FFB2E927595330C43D02C73A3E2EC4717297E3773,4b200019-ac45-4110-b1a8-7772bef11bab,lose,0.0003,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-14 22:13:30,kava,kava,delegate,C3F26E5CDF714D8835B8589C15EB35DFB3D0B46549A4F20CC2047474DA77B20E,f3dab959-8bfb-4c5c-81ef-39359c5e1055,deposit,80,kava,,,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava_validator,staking 80 kava
2022-05-14 22:13:30,kava,kava,kava staking reward,C3F26E5CDF714D8835B8589C15EB35DFB3D0B46549A4F20CC2047474DA77B20E,f3dab959-8bfb-4c5c-81ef-39359c5e1055,get,1.821602,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 1.821602 kava
2022-05-14 22:13:30,kava,kava,kava,C3F26E5CDF714D8835B8589C15EB35DFB3D0B46549A4F20CC2047474DA77B20E,f3dab959-8bfb-4c5c-81ef-39359c5e1055,lose,0.000461,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-14 22:14:23,kava,kava,kava staking reward,C386E33545CED2FEDF9B2AD479B2F4DFE8CF51A0F6E3C8B87D7ACAFC860EC39A,1bd98c91-d867-455e-aa00-fefb6ed22a99,get,0.02694,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 0.02694 kava
2022-05-14 22:14:23,kava,kava,kava,C386E33545CED2FEDF9B2AD479B2F4DFE8CF51A0F6E3C8B87D7ACAFC860EC39A,1bd98c91-d867-455e-aa00-fefb6ed22a99,lose,0.000744,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-25 01:16:48,kava,kava,kava staking reward,21BA56BDEC4D167F523313E2385B67E53DE5833DE9D8DC653E67E2310D3DCDF8,7418ba87-cc5a-42f2-8563-18e1d9e99064,get,3.053002,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 3.053002 kava
2022-05-25 01:16:48,kava,kava,delegate,21BA56BDEC4D167F523313E2385B67E53DE5833DE9D8DC653E67E2310D3DCDF8,7418ba87-cc5a-42f2-8563-18e1d9e99064,deposit,3.052827,kava,,,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava_validator,staking 3.052827 kava
2022-05-25 01:16:48,kava,kava,kava,21BA56BDEC4D167F523313E2385B67E53DE5833DE9D8DC653E67E2310D3DCDF8,7418ba87-cc5a-42f2-8563-18e1d9e99064,lose,0.001198,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,
2022-05-25 01:18:13,kava,kava,delegate,4A209B6F047669ACD3B79CA0CA805B567954C85B8794F1D1AE63F1A97983DFC1,8d91e82c-a5e8-4206-a62d-0a867b41bf9a,deposit,7,kava,,,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,kava_validator,staking 7 kava
2022-05-25 01:18:13,kava,kava,kava staking reward,4A209B6F047669ACD3B79CA0CA805B567954C85B8794F1D1AE63F1A97983DFC1,8d91e82c-a5e8-4206-a62d-0a867b41bf9a,get,0.000229,kava,,,kava_staking_reward,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,staking reward 0.000229 kava
2022-05-25 01:18:13,kava,kava,kava,4A209B6F047669ACD3B79CA0CA805B567954C85B8794F1D1AE63F1A97983DFC1,8d91e82c-a5e8-4206-a62d-0a867b41bf9a,lose,0.000463,kava,,265cf8a8-87de-4ee3-9ac0-292df9b8d52d,kava1tuwkvw5w8s4qufsxu934fxjn8kr4hd6hydfmzm,fee,

